Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque
Chevrolet,Silverado 1500 High Country,5.3L V8 Gasoline,5300.0,355.0,180.0,7.0,61595.0,Petrol,6,519.0
Chevrolet,Silverado 1500 Trail Boss,5.3L V8 Gasoline,5300.0,355.0,180.0,7.0,55895.0,Petrol,6,519.0
Chevrolet,Silverado 1500 Rst,5.3L V8 Gasoline,5300.0,355.0,180.0,7.0,50895.0,Petrol,6,519.0
Chevrolet,Colorado Zr2,2.8L Turbo Diesel I4,2800.0,181.0,160.0,9.0,48295.0,Diesel,5,500.0
Chevrolet,Traverse Premier,3.6L V6 Gasoline,3600.0,310.0,210.0,7.0,46600.0,Petrol,7,360.0
Chevrolet,Equinox Premier,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200.0,8.0,33400.0,Petrol,5,275.0
Chevrolet,Blazer Rs,3.6L V6 Gasoline,3600.0,308.0,220.0,6.0,48900.0,Petrol,5,366.0
Chevrolet,Bolt Ev 2Lt,Single Electric Motor,66.0,200.0,150.0,6.0,28795.0,Electric,5,360.0
Chevrolet,Camaro Ss,6.2L V8 Gasoline,6200.0,455.0,290.0,4.0,43500.0,Petrol,4,617.0
Chevrolet,Corvette Grand Sport,6.2L V8 Gasoline,6200.0,460.0,290.0,3.0,65900.0,Petrol,2,630.0
Chevrolet,Traverse Rs,3.6L V6 Gasoline,3600.0,310.0,210.0,7.0,43700.0,Petrol,7,360.0
Chevrolet,Blazer Premier,3.6L V6 Gasoline,3600.0,308.0,220.0,6.0,45000.0,Petrol,5,366.0
Chevrolet,Malibu Lt,1.5L Turbo Inline-4 Gasoline,1500.0,160.0,210.0,8.0,25800.0,Petrol,5,250.0
Chevrolet,Spark Activ,1.4L Inline-4 Gasoline,1400.0,98.0,180.0,11.0,17595.0,Petrol,5,127.0
Chevrolet,Trax Lt,1.2L Turbo Inline-3 Gasoline,1200.0,137.0,200.0,9.0,24100.0,Petrol,5,220.0
Chevrolet,Equinox Lt,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200.0,8.0,28400.0,Petrol,5,275.0
Chevrolet,Silverado 3500Hd High Country,6.6L V8 Diesel,6600.0,445.0,160.0,8.0,75700.0,Diesel,6,1234.0
Chevrolet,Colorado Wt,2.7L Turbo Inline-4 Gasoline,2700.0,310.0,190.0,6.0,29200.0,Petrol,5,583.0
Chevrolet,Suburban High Country,6.2L V8 Gasoline,6200.0,420.0,200.0,7.0,82400.0,Petrol,8,624.0
Chevrolet,Silverado Custom,4.3L V6 Gasoline,4300.0,285.0,180.0,8.0,33900.0,Petrol,6,413.0
Chevrolet,Spark Ls,1.4L Inline-4 Gasoline,1400.0,98.0,180.0,10.0,14395.0,Petrol,5,127.0
Chevrolet,Traverse Lt,3.6L V6 Gasoline,3600.0,310.0,210.0,7.0,37200.0,Petrol,7,360.0
Chevrolet,Blazer Lt,2.5L Inline-4 Gasoline,2500.0,193.0,200.0,9.0,36100.0,Petrol,5,255.0
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000.0,250.0,240.0,5.0,34500.0,Petrol,5,353.0
Chevrolet,Equinox Rs,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200.0,8.0,31900.0,Petrol,5,275.0
Chevrolet,Silverado 1500 Custom,4.3L V6 Gasoline,4300.0,285.0,180.0,8.0,34900.0,Petrol,6,413.0
Chevrolet,Silverado 2500Hd Ltz,6.6L V8 Diesel,6600.0,445.0,160.0,8.0,56400.0,Diesel,6,1234.0
Chevrolet,Tahoe Rst,5.3L V8 Gasoline,5300.0,355.0,180.0,7.0,64100.0,Petrol,7,519.0
Chevrolet,Suburban Lt,5.3L V8 Gasoline,5300.0,355.0,180.0,5.0,64400.0,Petrol,8,519.0
Chevrolet,Bolt Ev Premier,Single Electric Motor,66.0,200.0,150.0,6.0,31700.0,Electric,5,360.0
Chevrolet,Tahoe Ls,5.3L V8 Gasoline,5300.0,355.0,180.0,7.0,56995.0,Petrol,8,519.0
Chevrolet,Tahoe Lt,5.3L V8 Gasoline,5300.0,355.0,180.0,7.0,62495.0,Petrol,8,519.0
Chevrolet,Tahoe Z71,5.3L V8 Gasoline,5300.0,355.0,180.0,7.0,66700.0,Petrol,7,519.0
Chevrolet,Tahoe Premier,6.2L V8 Gasoline,6200.0,420.0,200.0,6.0,71600.0,Petrol,7,624.0
Chevrolet,Tahoe High Country,6.2L V8 Gasoline,6200.0,420.0,200.0,6.0,76700.0,Petrol,7,624.0
Chevrolet,Tahoe Midnight Edition,5.3L V8 Gasoline,5300.0,355.0,180.0,7.0,65500.0,Petrol,8,519.0
Chevrolet,Tahoe Sport Edition,6.2L V8 Gasoline,6200.0,420.0,200.0,6.0,70000.0,Petrol,7,624.0
Gmc,Terrain,1.5L Turbo 4-Cylinder,1500.0,175.0,190.0,9.0,29900.0,Petrol,5,275.0
Gmc,Acadia,2.0L Turbo 4-Cylinder,2000.0,228.0,200.0,7.0,36800.0,Petrol,7,350.0
Gmc,Yukon,5.3L V8 Gasoline,5300.0,355.0,180.0,7.0,57400.0,Petrol,8,519.0
Gmc,Yukon Xl,6.2L V8 Gasoline,6200.0,420.0,200.0,6.0,61100.0,Petrol,8,624.0
Gmc,Canyon,2.7L Turbo 4-Cylinder,2700.0,310.0,190.0,7.0,36900.0,Petrol,5,583.0
Gmc,Sierra 1500,5.3L V8 Gasoline,5300.0,355.0,180.0,7.0,37100.0,Petrol,6,519.0
Gmc,Sierra 2500Hd,6.6L V8 Diesel,6600.0,401.0,175.0,7.0,43900.0,Diesel,6,629.0
Gmc,Sierra 3500Hd,6.6L V8 Diesel,6600.0,445.0,175.0,7.0,49000.0,Diesel,6,1234.0
Gmc,Hummer Ev Pickup,Dual-Motor Electric,212.0,625.0,170.0,3.0,108700.0,Electric,5,1000.0
Gmc,Hummer Ev Suv,Dual-Motor Electric,212.0,625.0,170.0,3.0,105600.0,Electric,5,1000.0
Gmc,Yukon Denali,6.2L V8 Gasoline,6200.0,420.0,200.0,6.0,72800.0,Petrol,8,624.0
Gmc,Sierra Denali,6.2L V8 Gasoline,6200.0,420.0,190.0,6.0,66800.0,Petrol,6,624.0
Gmc,Terrain At4,1.5L Turbo 4-Cylinder,1500.0,175.0,190.0,9.0,36500.0,Petrol,5,275.0
Gmc,Acadia At4,3.6L V6 Gasoline,3600.0,310.0,210.0,7.0,41400.0,Petrol,6,366.0
Gmc,Sierra 1500 At4,5.3L V8 Gasoline,5300.0,355.0,180.0,7.0,53800.0,Petrol,6,519.0
Gmc,Sierra 2500Hd Denali,6.6L V8 Diesel,6600.0,401.0,175.0,7.0,72200.0,Diesel,6,1234.0
Gmc,Sierra Elevation,2.7L Turbo 4-Cylinder,2700.0,310.0,190.0,7.0,45000.0,Petrol,5,583.0
Gmc,Canyon At4,2.7L Turbo 4-Cylinder,2700.0,310.0,190.0,7.0,43900.0,Petrol,5,583.0
Gmc,Canyon Denali,2.7L Turbo 4-Cylinder,2700.0,310.0,190.0,7.0,48000.0,Petrol,5,583.0
Gmc,Yukon Xl Denali Ultimate,6.2L V8 Gasoline,6200.0,420.0,200.0,6.0,93800.0,Petrol,8,624.0
Gmc,Terrain Denali,1.5L Turbo 4-Cylinder,1500.0,175.0,190.0,9.0,38600.0,Petrol,5,275.0
Gmc,Acadia Denali,3.6L V6 Engine,3564.0,310.0,210.0,6.0,54300.0,Petrol,7,366.0
Gmc,Yukon At4,5.3L V8 Engine,5327.0,355.0,210.0,7.0,71505.0,Petrol,8,519.0
Gmc,Yukon Xl At4,5.3L V8 Engine,5327.0,355.0,210.0,7.0,73305.0,Petrol,8,519.0
Gmc,Sierra 1500 Elevation,2.7L Turbo Engine,2713.0,310.0,180.0,7.0,52000.0,Petrol,5,569.0
Gmc,Sierra 1500 Slt,5.3L V8 Engine,5327.0,355.0,180.0,6.0,56000.0,Petrol,5,519.0
Gmc,Sierra 2500Hd At4,6.6L V8 Engine,6600.0,401.0,170.0,7.0,70000.0,Petrol,5,629.0
Gmc,Sierra 3500Hd At4,6.6L V8 Engine,6600.0,401.0,170.0,7.0,72000.0,Petrol,5,629.0
Gmc,Canyon Elevation,2.5L I4 Engine,2488.0,200.0,175.0,8.0,36300.0,Petrol,5,259.0
Gmc,Canyon Denali Black Edition,3.6L V6 Engine,3564.0,308.0,180.0,6.0,44000.0,Petrol,5,373.0
Gmc,Sierra 1500 Denali Ultimate,6.2L V8 Engine,6162.0,420.0,200.0,5.0,80000.0,Petrol,5,624.0
Gmc,Yukon Xl Denali Reserve,6.2L V8 Engine,6162.0,420.0,210.0,6.0,82000.0,Petrol,7,624.0
Gmc,Terrain Elevation Edition,1.5L Turbocharged I4 Engine,1490.0,170.0,200.0,9.0,28700.0,Petrol,5,275.0
Gmc,Acadia Black Edition,3.6L V6 Engine,3564.0,310.0,210.0,6.0,45000.0,Petrol,7,366.0
Gmc,Hummer Ev Suv Edition 1,"Electric Motors With Up To 11,500 Lb-Ft Torque",200.0,830.0,170.0,3.0,96550.0,Electric,5,15590.0
Gmc,Hummer Ev Pickup Edition 1,"Electric Motors With Up To 11,500 Lb-Ft Torque",200.0,1000.0,170.0,3.0,96550.0,Electric,5,15590.0
Gmc,Sierra Denali Carbonpro,6.2L V8 Engine,6162.0,420.0,200.0,5.0,65000.0,Petrol,5,624.0
Gmc,Yukon Denali Performance,6.2L V8 Engine,6162.0,420.0,210.0,6.0,76805.0,Petrol,8,624.0
Gmc,Sierra 2500Hd Denali Black Edition,6.6L V8 Engine,6600.0,401.0,170.0,7.0,75000.0,Petrol,5,629.0
Gmc,Canyon At4X,3.6L V6 Engine,3564.0,308.0,180.0,6.0,50000.0,Petrol,5,373.0
Gmc,Yukon Xl Slt,5.3L V8 Engine,5327.0,355.0,210.0,7.0,65000.0,Petrol,8,519.0
Gmc,Sierra 1500 Pro,4.3L V6 Engine,4300.0,285.0,180.0,7.0,37700.0,Petrol,3,413.0
Gmc,Sierra 2500Hd Pro,6.6L V8 Engine,6600.0,401.0,170.0,7.0,60000.0,Petrol,3,629.0
Gmc,Sierra 3500Hd Pro,6.6L V8 Engine,6600.0,401.0,170.0,7.0,62000.0,Petrol,3,629.0
Gmc,Terrain Slt,1.5L Turbocharged I4 Engine,1490.0,170.0,200.0,9.0,31000.0,Petrol,5,275.0
Gmc,Acadia Sle,3.6L V6 Engine,3564.0,310.0,210.0,6.0,40000.0,Petrol,7,366.0
Gmc,Canyon Slt,2.5L I4 Engine,2488.0,200.0,175.0,8.0,38000.0,Petrol,5,259.0
Gmc,Yukon Xl Elevation,5.3L V8 Engine,5327.0,355.0,210.0,7.0,75000.0,Petrol,8,519.0
Gmc,Sierra 1500 At4X,6.2L V8 Engine,6162.0,420.0,200.0,5.0,82000.0,Petrol,5,624.0
Gmc,Hummer Ev Suv Extreme Off-Road,"Electric Motors With Up To 11,500 Lb-Ft Torque",200.0,830.0,170.0,3.0,110000.0,Electric,5,15590.0
Gmc,Sierra Ev Denali,Electric Motors With Advanced Awd,200.0,754.0,170.0,4.0,108700.0,Electric,5,1064.0
Gmc,Hummer Ev Omega Edition,"Electric Motors With Up To 11,500 Lb-Ft Torque",200.0,1000.0,170.0,3.0,112700.0,Electric,5,15590.0
Gmc,Canyon At4X Edition 1,3.6L V6 Engine,3564.0,308.0,180.0,6.0,55000.0,Petrol,5,373.0
Gmc,Yukon Denali Ultimate Black,6.2L V8 Engine,6162.0,420.0,210.0,6.0,90000.0,Petrol,8,624.0
Gmc,Sierra Hd Denali Reserve,6.6L V8 Engine,6600.0,401.0,170.0,7.0,85000.0,Petrol,5,629.0
Gmc,Acadia Denali Ultimate,3.6L V6 Engine,3564.0,310.0,210.0,6.0,60000.0,Petrol,7,366.0
Gmc,Terrain All-Terrain Edition,1.5L Turbocharged I4 Engine,1490.0,170.0,200.0,9.0,35000.0,Petrol,5,275.0
Gmc,Yukon Trailering Edition,5.3L V8 Engine,5327.0,355.0,210.0,7.0,78000.0,Petrol,8,519.0
Gmc,Hummer Ev Adventure Series,"Electric Motors With Up To 11,500 Lb-Ft Torque",200.0,830.0,170.0,3.0,105000.0,Electric,5,15590.0
Kia,Rio,1.6L 4-Cylinder,1591.0,120.0,180.0,10.0,17000.0,Petrol,5,151.0
Kia,Rio 5-Door,1.6L 4-Cylinder,1591.0,120.0,180.0,10.0,18000.0,Petrol,5,151.0
Kia,Seltos Nightfall Edition,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210.0,7.0,28000.0,Petrol,5,264.0
Peugeot,508 Pse (Peugeot Sport Engineered),Hybrid I4 + Electric Motor,1599.0,360.0,250.0,5.0,55000.0,Hybrid,5,520.0
Kia,Sorento X-Line,2.5L Turbocharged 4-Cylinder,2500.0,277.0,220.0,7.0,42000.0,Petrol,7,421.0
Kia,Telluride Sx,3.8L V6,3778.0,291.0,240.0,7.0,50000.0,Petrol,7,355.0
Kia,Forte Lxs,2.0L 4-Cylinder,1999.0,147.0,190.0,9.0,19000.0,Petrol,5,179.0
Kia,K5 Ex,1.6L Turbocharged 4-Cylinder,1591.0,180.0,220.0,7.0,28500.0,Petrol,5,264.0
Kia,Niro Plug-In Hybrid,1.6L 4-Cylinder Hybrid,1591.0,139.0,180.0,10.0,33000.0,Hybrid,5,265.0
Kia,Ev6 Wind,Electric Motor,77.0,225.0,190.0,5.0,50000.0,Electric,5,350.0
Kia,Soul Turbo,1.6L Turbocharged 4-Cylinder,1591.0,201.0,200.0,6.0,28000.0,Petrol,5,264.0
Kia,Seltos Sx,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210.0,7.0,28500.0,Petrol,5,264.0
Kia,Stinger Scorpion Edition,2.5L Turbocharged 4-Cylinder,2500.0,300.0,270.0,5.0,55000.0,Petrol,5,422.0
Kia,Sorento Hybrid Sx Prestige,1.6L Hybrid Turbocharged 4-Cylinder,1591.0,227.0,200.0,7.0,47000.0,Hybrid,7,352.0
Kia,Carnival Ex,3.5L V6,3500.0,290.0,220.0,8.0,42500.0,Petrol,8,355.0
Kia,Telluride Nightfall Edition,3.8L V6,3778.0,291.0,240.0,7.0,51000.0,Petrol,7,355.0
Peugeot,508 Plug-In Hybrid,Hybrid I4 + Electric Motor,1598.0,225.0,210.0,7.0,44000.0,Hybrid,5,360.0
Kia,Ev6 First Edition,Electric Motor,77.0,320.0,230.0,5.0,58000.0,Electric,5,450.0
Kia,Niro Touring,1.6L 4-Cylinder Hybrid,1591.0,139.0,180.0,10.0,33000.0,Hybrid,5,265.0
Kia,Forte Gt-Line,1.6L Turbocharged 4-Cylinder,1591.0,201.0,200.0,6.0,25000.0,Petrol,5,264.0
Kia,Seltos Ex,2.0L 4-Cylinder,1999.0,146.0,190.0,9.0,23500.0,Petrol,5,179.0
Peugeot,3008 Plug-In Hybrid,Hybrid I4 + Electric Motor,1598.0,225.0,210.0,7.0,42000.0,Hybrid,5,360.0
Kia,Sorento Lx,2.5L 4-Cylinder,2500.0,191.0,210.0,8.0,35500.0,Petrol,7,246.0
Kia,Telluride Ex,3.8L V6,3778.0,291.0,240.0,7.0,44000.0,Petrol,7,355.0
Kia,Soul Ex,2.0L 4-Cylinder,1999.0,147.0,190.0,9.0,22000.0,Petrol,5,179.0
Kia,Forte Fe,2.0L 4-Cylinder,1999.0,147.0,190.0,9.0,18500.0,Petrol,5,179.0
Kia,K5 Gt-Line,1.6L Turbocharged 4-Cylinder,1591.0,180.0,220.0,7.0,29000.0,Petrol,5,264.0
Kia,Carnival Lxs,3.5L V6,3500.0,290.0,220.0,8.0,39500.0,Petrol,8,355.0
Kia,Ev6 Light,Electric Motor,77.0,225.0,190.0,5.0,46000.0,Electric,5,350.0
Kia,Niro Ex,1.6L 4-Cylinder Hybrid,1591.0,139.0,180.0,10.0,30000.0,Hybrid,5,265.0
Kia,Stinger Gt,3.3L Turbocharged V6,3300.0,365.0,270.0,4.0,51500.0,Petrol,5,510.0
Kia,Sorento Sx Prestige,2.5L Hybrid Turbocharged 4-Cylinder,1591.0,227.0,200.0,7.0,48000.0,Hybrid,7,352.0
Kia,Telluride Sx Prestige,3.8L V6,3778.0,291.0,240.0,7.0,52000.0,Petrol,7,355.0
Peugeot,508 Hybrid4,Hybrid I4 + Electric Motor,1598.0,300.0,235.0,6.0,47000.0,Hybrid,5,520.0
Kia,Ev6 Gt Performance,Electric Motor,77.0,577.0,260.0,3.0,65000.0,Electric,5,740.0
Kia,Niro Sx Touring,1.6L 4-Cylinder Hybrid,1591.0,139.0,180.0,10.0,34500.0,Hybrid,5,265.0
Kia,Carnival Sx Prestige,3.5L V6,3500.0,290.0,220.0,8.0,47000.0,Petrol,8,355.0
Kia,Seltos Sx Turbo,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210.0,7.0,32000.0,Petrol,5,264.0
Kia,Forte Ex Premium,2.0L 4-Cylinder,1999.0,147.0,190.0,9.0,22500.0,Petrol,5,179.0
Kia,Soul Ex Designer Edition,2.0L 4-Cylinder,1999.0,147.0,190.0,9.0,23500.0,Petrol,5,179.0
Kia,Rio S,1.6L 4-Cylinder,1591.0,120.0,180.0,10.0,17500.0,Petrol,5,151.0
Kia,Rio 5-Door S,1.6L 4-Cylinder,1591.0,120.0,180.0,10.0,18000.0,Petrol,5,151.0
Kia,Soul S,2.0L 4-Cylinder,1999.0,147.0,190.0,9.0,20500.0,Petrol,5,179.0
Kia,Seltos Lx,2.0L 4-Cylinder,1999.0,146.0,190.0,9.0,23000.0,Petrol,5,179.0
Peugeot,3008 Hybrid4,Hybrid I4+ Electric Motor,1599.0,300.0,235.0,6.0,45000.0,Hybrid,5,520.0
Kia,Sorento Hybrid Ex,1.6L Hybrid Turbocharged 4-Cylinder,1591.0,227.0,200.0,7.0,47000.0,Hybrid,7,352.0
Kia,Telluride Lx,3.8L V6,3778.0,291.0,240.0,7.0,41500.0,Petrol,7,355.0
Kia,Carnival Mpv Ex,3.5L V6,3500.0,290.0,220.0,8.0,43500.0,Petrol,8,355.0
Kia,Ev6 Awd Gt-Line,Electric Motor,77.0,320.0,230.0,5.0,60000.0,Electric,5,450.0
Kia,Forte Gt Turbo,1.6L Turbocharged 4-Cylinder,1591.0,201.0,200.0,6.0,25500.0,Petrol,5,264.0
Kia,Soul Gt Designer Edition,2.0L 4-Cylinder,1999.0,147.0,190.0,9.0,23000.0,Petrol,5,179.0
Kia,Seltos X-Line Turbo,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210.0,7.0,30000.0,Petrol,5,264.0
Peugeot,E-2008 Gt,Electric Motor,50.0,136.0,200.0,8.0,40000.0,Electric,5,260.0
Kia,Telluride Limited Edition,3.8L V6,3778.0,291.0,240.0,7.0,53000.0,Petrol,7,355.0
Kia,Stinger Gt-Line,2.5L Turbocharged 4-Cylinder,2500.0,300.0,270.0,5.0,50000.0,Petrol,5,422.0
Kia,Carnival Special Edition,3.5L V6,3500.0,290.0,220.0,8.0,45500.0,Petrol,8,355.0
Kia,Niro Sx Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591.0,139.0,180.0,10.0,36000.0,Hybrid,5,265.0
Kia,Ev6 First Edition Awd,Electric Motor,77.0,320.0,230.0,5.0,62000.0,Electric,5,450.0
Kia,Sorento X-Pro Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591.0,227.0,200.0,7.0,49000.0,Hybrid,7,352.0
Kia,Forte Limited Edition,2.0L 4-Cylinder,1999.0,147.0,190.0,9.0,22500.0,Petrol,5,179.0
Bugatti,Chiron,8.0L Quad-Turbo W16,7993.0,1500.0,420.0,2.0,3000000.0,Petrol,2,1600.0
Bugatti,Chiron Pur Sport,8.0L Quad-Turbo W16,7993.0,1500.0,350.0,2.0,3300000.0,Petrol,2,1600.0
Bugatti,Chiron Super Sport,8.0L Quad-Turbo W16,7993.0,1600.0,490.0,2.0,3500000.0,Petrol,2,1600.0
Bugatti,Chiron Sport,8.0L Quad-Turbo W16,7993.0,1500.0,420.0,2.0,3300000.0,Petrol,2,1600.0
Bugatti,Chiron Noire,8.0L Quad-Turbo W16,7993.0,1500.0,420.0,2.0,3300000.0,Petrol,2,1600.0
Bugatti,Divo,8.0L Quad-Turbo W16,7993.0,1500.0,380.0,2.0,5800000.0,Petrol,2,1600.0
Bugatti,Centodieci,8.0L Quad-Turbo W16,7993.0,1600.0,380.0,2.0,9000000.0,Petrol,2,1600.0
Bugatti,La Voiture Noire,8.0L Quad-Turbo W16,7993.0,1500.0,420.0,2.0,18000000.0,Petrol,2,1600.0
Bugatti,Bolide,8.0L Quad-Turbo W16,7993.0,1850.0,500.0,2.0,4500000.0,Petrol,2,1600.0
Bugatti,Mistral,8.0L Quad-Turbo W16,7993.0,1600.0,420.0,2.0,5000000.0,Petrol,2,1600.0
Volvo,Volvo Fh,13.0L I6 Turbo Diesel,13000.0,540.0,120.0,15.0,120000.0,Diesel,2,2600.0
Volvo,Volvo Fh16,16.1L I6 Turbo Diesel,16100.0,750.0,120.0,14.0,160000.0,Diesel,2,3500.0
Volvo,Volvo Fm,12.8L I6 Turbo Diesel,12800.0,460.0,110.0,16.0,100000.0,Diesel,2,2200.0
Volvo,Volvo Fmx,13.0L I6 Turbo Diesel,13000.0,500.0,110.0,16.0,110000.0,Diesel,2,2500.0
Volvo,Volvo Vnl,12.8L I6 Turbo Diesel,12800.0,500.0,120.0,15.0,125000.0,Diesel,2,2400.0
Volvo,Volvo Vnr,12.8L I6 Turbo Diesel,12800.0,400.0,110.0,17.0,95000.0,Diesel,2,1800.0
Volvo,Volvo Vhd,12.8L I6 Turbo Diesel,12800.0,500.0,100.0,18.0,120000.0,Diesel,2,2500.0
Volvo,Volvo Fe,7.7L I6 Turbo Diesel,7700.0,280.0,90.0,20.0,85000.0,Diesel,2,1200.0
Volvo,Volvo Fl,5.1L I4 Turbo Diesel,5100.0,180.0,80.0,22.0,75000.0,Diesel,2,800.0
Jaguar Land Rover,Jaguar F-Type,V6 / V8 Petrol,2995.0,335.0,260.0,5.0,70000.0,Petrol,2,450.0
Jaguar Land Rover,Jaguar Xe,I4 Petrol,1999.0,250.0,250.0,6.0,45000.0,Petrol,5,365.0
Jaguar Land Rover,Jaguar Xf,I4 Petrol,1999.0,250.0,250.0,6.0,50000.0,Petrol,5,365.0
Jaguar Land Rover,Jaguar Xj,V6 Petrol,2995.0,300.0,250.0,6.0,85000.0,Petrol,5,400.0
Jaguar Land Rover,Jaguar E-Pace,I4 Petrol,1999.0,200.0,230.0,7.0,50000.0,Petrol,5,430.0
Jaguar Land Rover,Jaguar I-Pace,Electric (Dual Motor),90.0,400.0,200.0,4.0,70000.0,Electric,5,696.0
Jaguar Land Rover,Jaguar F-Pace,I4 Petrol / V6 Petrol,1999.0,295.0,230.0,7.0,60000.0,Petrol,5,422.5
Jaguar Land Rover,Jaguar X-Type,I4 Petrol,1998.0,160.0,215.0,9.0,40000.0,Petrol,5,215.0
Jaguar Land Rover,Jaguar F-Pace R-Dynamic,I4 Petrol / V6 Petrol,1999.0,340.0,250.0,5.0,65000.0,Petrol,5,480.0
Jaguar Land Rover,Jaguar Xe R-Dynamic,I4 Petrol,1999.0,340.0,250.0,5.0,60000.0,Petrol,5,450.0
Jaguar Land Rover,Jaguar F-Type Svr,V8 Petrol,5000.0,575.0,320.0,3.0,120000.0,Petrol,2,700.0
Jaguar Land Rover,Jaguar I-Pace Electric Performance,Electric (Dual Motor),90.0,400.0,200.0,4.0,85000.0,Electric,5,696.0
Jaguar Land Rover,Jaguar F-Pace Svr,V8 Petrol,5000.0,550.0,283.0,4.0,85000.0,Petrol,5,700.0
Jaguar Land Rover,Jaguar Xe S,I4 Petrol,1999.0,340.0,250.0,5.0,55000.0,Petrol,5,450.0
Jaguar Land Rover,Jaguar Xf R-Dynamic,I4 Petrol / V6 Petrol,1999.0,340.0,250.0,5.0,65000.0,Petrol,5,480.0
Jaguar Land Rover,Jaguar Xj Lwb (Long Wheelbase),V6 Petrol,2995.0,300.0,250.0,6.0,90000.0,Petrol,5,400.0
Jaguar Land Rover,Jaguar F-Type Heritage Edition,V8 Petrol,5000.0,550.0,300.0,3.0,110000.0,Petrol,2,680.0
Jaguar Land Rover,Jaguar E-Pace S,I4 Petrol,1999.0,200.0,230.0,7.0,50000.0,Petrol,5,430.0
Jaguar Land Rover,Jaguar I-Pace Hse,Electric (Dual Motor),90.0,400.0,200.0,4.0,90000.0,Electric,5,696.0
Jaguar Land Rover,Jaguar F-Type V8 R,V8 Petrol,5000.0,550.0,300.0,3.0,100000.0,Petrol,2,680.0
Jaguar Land Rover,Jaguar F-Type R-Dynamic,I4 Petrol / V6 Petrol,1999.0,300.0,250.0,5.0,70000.0,Petrol,2,400.0
Jaguar Land Rover,Jaguar Xe P300 R-Dynamic,I4 Petrol,1999.0,300.0,250.0,5.0,55000.0,Petrol,5,400.0
Jaguar Land Rover,Jaguar Xf Sportbrake,I4 Petrol / V6 Petrol,1999.0,250.0,250.0,6.0,60000.0,Petrol,5,400.0
Jaguar Land Rover,Jaguar I-Pace Ev400 Hse,Electric (Dual Motor),90.0,400.0,200.0,4.0,85000.0,Electric,5,696.0
Jaguar Land Rover,Jaguar F-Pace S 30T Awd,I4 Petrol,1999.0,247.0,225.0,6.0,60000.0,Petrol,5,365.0
Jaguar Land Rover,Jaguar E-Pace R-Dynamic,I4 Petrol,1999.0,246.0,230.0,6.0,55000.0,Petrol,5,430.0
Jaguar Land Rover,Jaguar Xj50,V6 Petrol,2995.0,300.0,250.0,6.0,80000.0,Petrol,5,400.0
Jaguar Land Rover,Jaguar F-Type 75Th Anniversary Edition,V8 Petrol,5000.0,550.0,300.0,3.0,100000.0,Petrol,2,680.0
Jaguar Land Rover,Jaguar F-Pace S Awd,I4 Petrol / V6 Petrol,1999.0,340.0,250.0,5.0,65000.0,Petrol,5,480.0
Jaguar Land Rover,Jaguar Xe Se,I4 Petrol,1999.0,250.0,240.0,6.0,50000.0,Petrol,5,365.0
Jaguar Land Rover,Jaguar F-Type V6 S Convertible,V6 Petrol,2995.0,380.0,280.0,4.0,80000.0,Petrol,2,460.0
Jaguar Land Rover,Jaguar Xe R-Sport Awd,I4 Petrol / V6 Petrol,1999.0,300.0,250.0,5.0,55000.0,Petrol,5,400.0
Jaguar Land Rover,Jaguar Xf Portfolio Awd,I4 Petrol / V6 Petrol,1999.0,340.0,250.0,5.0,60000.0,Petrol,5,450.0
Jaguar Land Rover,Jaguar F-Type Coupe R,V8 Petrol,5000.0,550.0,300.0,3.0,100000.0,Petrol,2,680.0
Jaguar Land Rover,Jaguar I-Pace First Edition,Electric (Dual Motor),90.0,400.0,200.0,4.0,85000.0,Electric,5,696.0
Jaguar Land Rover,Jaguar F-Pace Prestige Awd,I4 Petrol / V6 Petrol,1999.0,340.0,250.0,5.0,65000.0,Petrol,5,480.0
Jaguar Land Rover,Jaguar Xj Supercharged,V8 Petrol,5000.0,510.0,280.0,4.0,90000.0,Petrol,5,625.0
Jaguar Land Rover,Jaguar F-Type P450 Awd,V8 Petrol,5000.0,450.0,290.0,4.0,90000.0,Petrol,2,600.0
Jaguar Land Rover,Jaguar F-Pace P400E Plug-In Hybrid,I4 Petrol + Electric Motor,1999.0,398.0,220.0,5.0,75000.0,Plug-in Hybrid,5,640.0
Jaguar Land Rover,Jaguar F-Type P300 Coupe,I4 Petrol,1999.0,300.0,250.0,5.0,60000.0,Petrol,2,400.0
Acura,Nsx Type S,Twin-Turbo V6 Hybrid,3493.0,600.0,307.0,2.0,157000.0,Hybrid,2,666.0
Acura,Tlx Pmc Edition,V6,3500.0,290.0,250.0,5.0,62000.0,Petrol,5,362.0
Acura,Mdx Advance,V6,3500.0,290.0,190.0,6.0,60000.0,Petrol,7,362.0
